Column_Name,Label
Fake online reviews mislead consumers about product quality.,fraud
Healthcare fraudster bills for unnecessary medical procedures.,fraud
Identity theft ring compromises personal information of millions.,fraud
Employment agency scam charges fees for nonexistent job placements.,fraud
Counterfeit currency circulated in black market.,fraud
Medical billing scam inflates charges for medical services.,fraud
Fake antivirus software scam poses as legitimate security program.,fraud
Email phishing scheme tricks users into revealing sensitive information.,fraud
"Fraudulent investment scheme promises guaranteed returns, collapses.",fraud
Credit repair scam charges fees for ineffective services.,fraud
"Online dating scammer poses as love interest, requests money.",fraud
Insurance fraudster submits false claims for fabricated injuries.,fraud
Pyramid scheme promoter entices recruits with promises of wealth.,fraud
Fake charity organization embezzles donations for personal use.,fraud
Healthcare provider submits fraudulent billing for services not rendered.,fraud
"Email scammer impersonates government agency, requests personal information.",fraud
Fake psychic promises to remove curses for a fee.,fraud
Employment scam offers fake jobs in exchange for payment.,fraud
E-commerce scam sells counterfeit merchandise online.,fraud
"Pet adoption scam requests fees, fails to deliver pets.",fraud
Medical billing scam overcharges patients for services.,fraud
Identity theft ring compromises personal information from databases.,fraud
Immigration scammer promises citizenship for payment.,fraud
Counterfeit electronics pose safety risks to consumers.,fraud
Business opportunity scam misleads investors with false claims.,fraud
"Investment scammer promises high returns, absconds with funds.",fraud
Health insurance scam sells fake policies to unsuspecting customers.,fraud
"Loan modification scammer charges fees, fails to modify loans.",fraud
"Email scam impersonates government agency, demands payments.",fraud
Tech support scammer charges for unnecessary repairs.,fraud
"Modeling agency scam promises fame, demands payment.",fraud
"Mortgage relief scam takes fees, fails to provide assistance.",fraud
Counterfeit designer handbags sold on black market.,fraud
Work-at-home scam deceives victims with nonexistent jobs.,fraud
Fake diploma scam sells fake degrees to students.,fraud
Tax preparer fraud leads to inaccurate tax filings.,fraud
Online romance scam preys on individuals seeking love.,fraud
Investment advisor misappropriates client funds.,fraud
Wire fraud scam targets real estate transactions.,fraud
Fake charity solicits donations for nonexistent causes.,fraud
Insurance agent embezzles premiums from clients.,fraud
Investment scam uses social media influencers to promote scheme.,fraud
Fake online reviews mislead consumers about product quality.,fraud
Healthcare fraudster bills for unnecessary medical procedures.,fraud
Identity theft ring compromises personal information of millions.,fraud
Fake lottery scam tricks victims into sending money for non-existent winnings.,fraud
Online auction fraud involves fake listings and non-delivery of goods.,fraud
Phishing emails impersonate banks to steal login credentials and financial information.,fraud
Fraudulent investment scheme promises high returns but results in total loss of funds.,fraud
Credit card skimming at gas stations leads to unauthorized transactions.,fraud
Fake rental property listings scam tourists out of vacation rental deposits.,fraud
Tax refund fraud involves filing false tax returns to claim undeserved refunds.,fraud
"Ponzi scheme promises unrealistic returns and collapses, leaving investors penniless.",fraud
Healthcare billing fraud involves billing for unnecessary medical procedures.,fraud
Identity theft ring steals personal information to open fraudulent accounts.,fraud
Mortgage fraud includes false information on loan applications to secure loans.,fraud
Counterfeit goods sold online deceive buyers with inferior quality products.,fraud
Phony charity scams collect donations for non-existent charitable causes.,fraud
Insurance fraud involves submitting false claims for accidents or damages.,fraud
Online dating scammer builds fake relationships to extort money from victims.,fraud
Tech support scam tricks users into paying for unnecessary computer repairs.,fraud
Investment advisor embezzles client funds for personal gain.,fraud
Fake diploma mills sell bogus degrees without proper accreditation.,fraud
Loan modification scam charges fees for loan modifications that never occur.,fraud
Wire transfer fraud involves unauthorized transfers of money from accounts.,fraud
Work-from-home scam promises easy money but requires payment for materials.,fraud
Art forgery deceives buyers into purchasing fake artworks at inflated prices.,fraud
Psychic scam claims to predict the future and asks for payment for services.,fraud
Business opportunity scam lures victims with false promises of easy profits.,fraud
Travel scams offer discounted vacations but result in subpar accommodations.,fraud
Social media influencer scam promotes fraudulent products for financial gain.,fraud
Fake check scam involves sending fake checks as payment for goods or services.,fraud
Lottery scam tells victims they've won a lottery but requires payment to claim.,fraud
Utility bill scam threatens to shut off services unless immediate payment is made.,fraud
Online purchase scam involves non-delivery of products after payment is made.,fraud
Job scam requires upfront payment for training materials or background checks.,fraud
Fake tech support calls claim computer viruses and ask for remote access fees.,fraud
Car title scam involves selling cars with altered or forged title documents.,fraud
Romance scammer builds emotional connections online to ask for money.,fraud
Bank loan scam requires payment upfront for loan approval but never funds.,fraud
Inheritance scam promises large inheritances but requires payment for legal fees.,fraud
Online survey scam collects personal information under false survey pretenses.,fraud
Rental scam advertises properties at low prices but doesn't exist or is substandard.,fraud
Charity impersonation scam mimics real charities to collect donations.,fraud
Tax collection scam impersonates IRS or tax authorities to demand immediate payment.,fraud
Medical equipment scam sells fraudulent or unneeded medical devices to patients.,fraud
Debt relief scam charges fees for debt negotiation services but fails to deliver.,fraud
Ticket scam sells fake or invalid tickets to events or attractions.,fraud
Online job scam promises high-paying jobs but requires payment for training.,fraud
Tech support scam uses pop-up messages or calls to trick users into paying for fake services.,fraud
Payday loan scam offers quick loans but charges exorbitant interest rates.,fraud
Healthcare fraud involves billing for services not rendered or unnecessary procedures.,fraud
Home repair scam takes payment for repairs but leaves work incomplete or poorly done.,fraud
Phony sweepstakes scam claims victims have won a prize but requires payment for processing.,fraud
