,Status Number,Type,Class,Name,Min JT,years,Max JT,Years,Min Fine,Max Fine,Offense,DEG,DEG_NUM
1226,51-86,M,U,ILL SOLICITATION OF LITIGATION,0,M,6,M,$0,$100,,,
1227,53-130,M,U,ILL CONCEALMENT ATTACHED PRPTY,0,M,6,M,$0,$500,,,
1228,53-131,M,U,ILL ALTER ID MARKS-ELEC DEVICE,0,M,6,M,$0,$500,,,
1229,53-134,M,U,ILL POSS OUTBRD MTR-ALTERED NUMBER,0,M,6,M,$0,$200,,,
1230,53-142a,M,U,ILL POSS MASTER KEY (SBS OFF),0,M,6,M,$0,$500,SBS OFF,,
1231,53-206c(b),M,B,SALE OF FACSIMILE FIREARM,0,M,6,M,$0,"$1,000",,,
1232,53-206c(c),M,B,ILL USE OF FACSIMILE FIREARM,0,M,6,M,$0,"$1,000",,,
1233,53-206c(d),M,B,USE FAC FIREARM NEAR EMER PERS,0,M,6,M,$0,"$1,000",,,
1234,53-206d(a),M,B,ILL CARRY FIREARM-UI DRUGS/ALC,0,M,6,M,$0,"$1,000",,,
1235,53-215a,M,U,ILL SALE DEFECTIVE RECAPPED TIRE,0,M,6,M,$0,$100,,,
1236,53-248,M,U,ILL SALE ANIMAL UNABLE TO WORK,0,M,6,M,$0,$200,,,
1237,53-278b(a),M,B,ILL GAMBLING,0,M,6,M,$0,"$1,000",,,
1238,53-278c(f),M,B,ILL POSS GAMBLING RECORDS,0,M,6,M,$0,"$1,000",,,
1239,53-280,M,U,ILL OPN POOL ROOM WO PERMIT,0,M,6,M,$0,$50,,,
1240,53-317(a),M,U,FRAUDULENT SALE OF KOSHER MEAT,0,M,6,M,$0,$100,,,
1241,53-317(b),M,U,FRAUDULENT SALE OF KOSHER FOOD,0,M,6,M,$0,$100,,,
1242,53-319,M,U,ILL SALE/SHIP DISEASED FLESH,0,M,6,M,$0,$100,,,
1243,53-341a,M,B,ILL SALE OF GOVT BADGE/SHIELD,0,M,6,M,$0,"$1,000",,,
1244,53-341b,M,B,ILL SALE/DELIVERY BODY ARMOR,0,M,6,M,$0,"$1,000",,,
1245,53-378,M,U,ILL USE OF UNIFORM,0,M,6,M,$100,$500,,,
1246,53-392b,M,B,ACADEMIC CRIME,0,M,6,M,$0,"$1,000",,,
1247,53-442,M,B,HEALTH INSURANCE FRAUD >$250,0,M,6,M,$0,"$1,000",,,
1248,53-451,M,B,COMPUTER CRIME,0,M,6,M,$0,"$1,000",,,
1249,53a-48,M,B,CONSPIRACY (MISDEMEANOR  B),0,M,6,M,$0,"$1,000",MISDEMEANOR  B,,
1250,53a-64,M,B,RECKLESS ENDANGERMENT 2ND DEG,0,M,6,M,$0,"$1,000",,2ND ,2.0
1251,53a-108,M,B,CRIMINAL TRESPASS 2ND DEG,0,M,6,M,$0,"$1,000",,2ND ,2.0
1252,53a-108(a)(2),M,B,CRIM TRESPASS 2ND DEG-PUB LAND,0,M,6,M,$0,"$1,000",,2ND ,2.0
1253,53a-117,M,B,CRIMINAL MISCHIEF 3RD DEG,0,M,6,M,$0,"$1,000",,3RD ,3.0
1254,53a-117(a)(4),M,B,CRIM MISCHIF 3RD-NEGL PUB LAND,0,M,6,M,$0,"$1,000",,,
1255,53a-117(a)(3),M,B,CRIM MISCH 3RD-INTENT PUB LAND,0,M,6,M,$0,"$1,000",,,
1256,53a-117g,M,B,CRIM DAMAGE PROPERTY 3RD DEG,0,M,6,M,$0,"$1,000",,3RD ,3.0
1257,53a-117m,M,B,DAMAGE RAILROAD PRPRTY 3RD DEG,0,M,6,M,$0,"$1,000",,3RD ,3.0
1258,53a-125a,M,B,LARCENY 5TH DEG,0,M,6,M,$0,"$1,000",,5TH ,5.0
1259,53a-127d(a)(3),M,B,WAGERING AFTER TIME LIMIT,0,M,6,M,$0,"$1,000",,,
1260,53a-128,M,B,ISSUING A BAD CHECK $250-$500,0,M,6,M,$0,"$1,000",,,
1261,53a-130,M,B,CRIMINAL IMPERSONATION,0,M,6,M,$0,"$1,000",,,
1262,53a-140,M,B,FORGERY 3RD DEG,0,M,6,M,$0,"$1,000",,3RD ,3.0
1263,53a-144,M,B,USING SLUGS 1ST DEG,0,M,6,M,$0,"$1,000",,1ST ,1.0
1264,53a-176,M,B,RIOT 2ND DEG,0,M,6,M,$0,"$1,000",,2ND ,2.0
1265,53a-177,M,B,UNLAWFUL ASSEMBLY,0,M,6,M,$0,"$1,000",,,
1266,53a-181,M,B,BREACH OF PEACE 2ND DEG,0,M,6,M,$0,"$1,000",,2ND ,2.0
1267,53a-181e,M,B,STALKING 3RD DEG,0,M,6,M,$0,"$1,000",,3RD ,3.0
1268,53a-186,M,B,PUBLIC INDECENCY,0,M,6,M,$0,"$1,000",,,
1269,53a-194,M,B,OBSCENITY,0,M,6,M,$0,"$1,000",,,
1270,53a-217e(d),M,B,NEGLIGENT HUNTING 3RD DEG,0,M,6,M,$0,"$1,000",,3RD ,3.0
1271,53a-256,M,B,COMPUTER CRIME 5TH DEG,0,M,6,M,$0,"$1,000",,5TH ,5.0
1272,53a-295,M,B,VENDOR FRAUD 5TH DEG,0,M,6,M,$0,"$1,000",,5TH ,5.0
1273,54-41j,M,U,FLR CMPLY WIRETAP SECURITY REQ,0,M,6,M,$0,$100,,,
1274,54-167,M,U,FLR PRESENT EXTRDITEE IN COURT,0,M,6,M,$0,"$1,000",,,
1275,54-199,M,U,FLR PARENT TO RESP TO SUBPOENA,0,M,6,M,$0,$500,,,
1276,PA06-187(59),M,U,VIO HOMEMKR/COMPANION SVC REQS,0,M,6,M,$0,"$1,000",,,
1277,PA06-95,M,U,IL ALCOHOL W/O LIQUID MACHINE,0,M,6,M,$0,"$1,000",,,
1278,PA06-96(b),M,B,VIO TELE RECORD REQ-2 TO 10,0,M,6,M,$0,"$1,000",,,
1279,29-198,M,U,VIO ELVATOR/ESCL REQ (SBS OFF),30,D,180,D,$100,$500,SBS OFF,,
1280,19a-113,M,U,VIO SCUBA COMPRESSED AIR REQS,0,M,5,M,$0,$500,,,
1281,21a-19,M,U,VIO OLEOMARGARINE REQ (SBS OFF),0,M,4,M,$0,$200,SBS OFF,,
1282,29-243,M,U,VIO STEAM BOILER REQ (SBS OFF),0,M,4,M,$0,$500,SBS OFF,,
1283,4b-11,M,U,VIO STATE PROPERTY USE REGS,0,M,3,M,$0,$500,,,
1284,7-46,M,U,FALSE ENTRY IN VITAL RECORDS,0,M,3,M,$0,$50,,,
1285,9-236,M,U,ILL ACTS NEAR POLLING PLACE,0,M,3,M,$0,$50,,,
1286,12-286(e)(1),M,U,SALE OF CIGARETTES WO LICENSE,0,M,3,M,$0,$500,,,
1287,12-286(e)(2),M,U,SELL TAX TOBACCO W/O DEALER LIC,0,M,3,M,$0,$500,,,
1288,12-330f(a),M,U,ILL SALE OF UNTAXED TOBACCO,0,M,3,M,$0,$500,,,
1289,12-409,M,U,ILL SALES WO SALES TAX PERMIT,0,M,3,M,$0,$500,,,
1290,12-555b,M,U,FLR HAVE REGISTRATION CERT,0,M,3,M,$0,$500,,,
1291,14-62b,M,C,ILL SALE USED MV PARTS WO LIC,0,M,3,M,$0,$500,,,
1292,14-103d,M,C,ILL OP MV-PRESSURIZED GAS FUEL,0,M,3,M,$0,$500,,,
1293,14-227k(a)(1),M,C,ILL USE ANOTHER TO BYPASS IID,0,M,3,M,$0,$500,,,
1294,14-227k(a)(2),M,C,ILL OP MV WO IGNITION DEVICE,0,M,3,M,$0,$500,,,
1295,14-227k(b),M,C,ILL BYPASS IGNITION INTER.  FOR ANOTHER,0,M,3,M,$0,$500,,,
1296,14-329,M,U,VIO FUEL STANDARD GALLON REGS,0,M,3,M,$50,$300,,,
1297,17b-103,M,C,VENDOR REFUSE REFUND =<$250,0,M,3,M,$0,$500,,,
1298,17b-407,M,C,FLR TO REPORT ELDER ABUSE-FACILITY,0,M,3,M,$0,$500,,,
1299,17b-451,M,C,FLR TO REPORT ELDER ABUSE W/INTENT,0,M,3,M,$0,$500,,,
1300,19a-36,M,U,VIO PUBLIC HEALTH CODE,0,M,3,M,$0,$100,,,
1301,19a-180(e),M,U,PROHIBITED ACT-EMRGNCY MED SVC,0,M,3,M,$0,$250,,,
1302,19a-230,M,U,VIO MUNICIPAL HEALTH REQS,0,M,3,M,$0,$100,,,
1303,20-310,M,U,VIO PROF ENGR/LAND SURVEY REQS,0,M,3,M,$0,$500,,,
1304,20-366,M,U,VIO SANITARIAN REQS,0,M,3,M,$0,$300,,,
1305,20-375,M,U,VIO LANDSCAPE ARCHITECT REQS,0,M,3,M,$0,$250,,,
1306,20-640,M,U,MISUSE HYG/SFTY TTLE (SBS OFF),0,M,3,M,$0,$500,SBS OFF,,
1307,21-13,M,U,FLR COMPLY JUNK DEALER REQS,0,M,3,M,$0,$50,,,
1308,21a-30,M,U,VIO FLOUR REQS,0,M,3,M,$0,$100,,,
1309,21a-145,M,U,VIO GENERAL BEVERAGE REQS,0,M,3,M,$0,$300,,,
1310,21a-148,M,U,VIO APPLE JUICE REQS,0,M,3,M,$0,$300,,,
1311,21a-166(a),M,C,VIO KEROSENE SALES REQS,0,M,3,M,$0,$500,,,
1312,21a-166(b),M,C,VIO KEROSENE TRANSPORT REQS,0,M,3,M,$0,$500,,,
1313,21a-267(a),M,C,USE OF DRUG PARAPHERNALIA,0,M,3,M,$0,$500,,,
1314,21a-337,M,C,VIO HAZARDOUS SUBSTANCE REQS,0,M,3,M,$0,$500,,,
1315,21a-346,M,C,VIO REPURCHASE OF BANNED ITEM,0,M,3,M,$0,$500,,,
1316,22-365,M,U,OBSTRUCT ANIMAL CNTRL OFFICER,0,M,3,M,$0,$100,,,
1317,25-135,M,U,ILL UNREGISTERED WELL DRILLING,0,M,3,M,$0,$100,,,
1318,26-220,M,U,VIO SHELLFISH SPAWNING BED REQ,0,M,3,M,$0,$500,,,
1319,29-25,M,U,FLR REPORT STYLE LAUNDRY MARKS,0,M,3,M,$0,$100,,,
1320,29-32,M,C,FLR SURRENDER REVOKED PERMIT,0,M,3,M,$0,$500,,,
1321,29-36i,M,C,FLR SURRENDER REVOKED GUN CERT,0,M,3,M,$0,$500,,,
1322,29-152i,M,C,FAILURE TO SURRENDER LICENSE,0,M,3,M,$0,$500,,,
1323,29-210,M,C,VIO PSNGR TRAMWY REQ (SBS OFF),0,M,3,M,$0,$500,SBS OFF,,
1324,29-313(b),M,U,ILL FIRE EXTINGUISHER-BUS,0,M,3,M,$0,$200,,,
1325,29-391,M,U,FLR HAVE FIRE ESCAPE-DEATH/INJ,0,M,3,M,$100,$500,,,
1326,30-115(a),M,C,POSSESS BEER KEG W/O ID TAG,0,M,3,M,$0,$500,,,
1327,30-115(b),M,C,PROVIDE FALSE INFO ON KEG RCPT,0,M,3,M,$0,$500,,,
1328,31-69(b),M,U,FLR PAY REQD WAGE < $500,0,M,3,M,$400,"$1,000",,,
1329,31-71g,M,U,VIO WAGE PAYMENT REQ < $500,0,M,3,M,$200,$500,,,
1330,36a-45(a),M,C,ILL DISCLOSURE FINANCIAL RCRDS,0,M,3,M,$0,$500,,,
1331,36a-45(b),M,C,SOLICIT ILL DISCL FIN RECORDS,0,M,3,M,$0,$500,,,
1332,38a-371,M,C,FLR TO INSURE PRIVATE MTR VEH,0,M,3,M,$0,$500,,,
1333,38a-704,M,U,UNLICENSED INSURANCE BROKER/AGENT,0,M,3,M,$0,$500,,,
1334,38a-725,M,U,UNLICENSED PUBLIC ADJUSTER,0,M,3,M,$0,$500,,,
1335,38a-999a,M,U,ILL DISCLOSURE OF MEDICAL INFO,0,M,3,M,$0,$500,,,
1336,43-9,M,U,ILL USE FALSE WEIGHING DEVICE,0,M,3,M,$50,$300,,,
1337,43-31,M,U,VIO PETROLEUM PRD WEIGHING REQ,0,M,3,M,$20,$200,,,
1338,43-32,M,U,FLR HAVE PETRO PRD DELVRY TKTS,0,M,3,M,$20,$200,,,
1339,43-33,M,U,FLR SECURE TARE WEIGHT OF VEH,0,M,3,M,$20,$200,,,
1340,43-37,M,U,VIO LIQ PETRO GAS SALE REQS,0,M,3,M,$50,$300,,,
1341,43-38,M,U,ILL SALE GAS IN PACKAGE FORM,0,M,3,M,$50,$300,,,
1342,43-39,M,U,FLR PROVIDE DELIVERY TICKETS,0,M,3,M,$50,$300,,,
1343,43-40,M,U,ILL SEALING OF LPG METERS,0,M,3,M,$50,$300,,,
1344,43-41,M,U,ILL VARIATION IN LPG WEIGHT,0,M,3,M,$50,$300,,,
1345,43-42,M,U,VIO WEIGHT/MEASURE REGS,0,M,3,M,$50,$300,,,
1346,43-45,M,U,VIO THREAD SALE/MARKING REQS,0,M,3,M,$50,$300,,,
1347,43-46,M,U,VIO WEIGH DEVICE DEALER REQS,0,M,3,M,$50,$300,,,
1348,43-47,M,U,FLR REGISTER AS WGH DEV DLR,0,M,3,M,$50,$300,,,
1349,43-48,M,U,FLR RPT WEIGH DEVICE REPAIR,0,M,3,M,$50,$300,,,
1350,43-49,M,U,FLR REMOVE CONDEMNED TAGS,0,M,3,M,$50,$300,,,
1351,43-50,M,U,FLR CALIBRATE TEST EQUIPMENT,0,M,3,M,$50,$300,,,
1352,46a-44,M,C,DENY RIGHTS TO HANDICAPPED,0,M,3,M,$0,$500,,,
1353,51-164r(a),M,C,FLR TO RESPOND TO INFRACTION,0,M,3,M,$0,$500,,,
1354,53-41a,M,U,ILL SURVEILLANCE DEVICES,0,M,3,M,$0,$500,,,
1355,53-129a,M,U,DEFRAUD SECURED PARTY,0,M,3,M,$0,$500,,,
1356,53-132,M,U,ILL SALE EQUIPMENT-DEFECTVE ID,0,M,3,M,$0,$100,,,
1357,53-132a,M,C,ALTER MANUFACTURER SERIAL NMBR,0,M,3,M,$0,$500,,,
1358,53-164,M,U,AID ESCAPE FROM INSTITUTION,0,M,3,M,$0,$500,,,
1359,53-203,M,U,ILL DISCHARGE OF FIREARM,0,M,3,M,$0,$250,,,
1360,53-289,M,C,ILL TICKET SCALPING,0,M,3,M,$0,$500,,,
1361,53-330a,M,C,ILL PREVENT VOLUNTEER CANINE ACCESS,0,M,3,M,$0,$500,,,
1362,53-442,M,C,HEALTH INSURANCE FRAUD <$250,0,M,3,M,$0,$500,,,
1363,53a-48,M,C,CONSPIRACY (MISDEMEANOR  C),0,M,3,M,$0,$500,MISDEMEANOR  C,,
1364,53a-109,M,C,CRIMINAL TRESPASS 3RD DEG,0,M,3,M,$0,$500,,3RD ,3.0
1365,53a-109(a)(3),M,C,CRIM TRESPASS 3RD DEG-PUB LAND,0,M,3,M,$0,$500,,3RD ,3.0
1366,53a-117a,M,C,CRIMINAL MISCHIEF 4TH DEG,0,M,3,M,$0,$500,,4TH ,4.0
1367,53a-117a(a)(4),M,C,CRIM MISCHF 4-ALRM ON PUB LAND,0,M,3,M,$0,$500,,,
1368,53a-117a(a)(3),M,C,CRIM MISCHF 4-HYDRANT PUB LAND,0,M,3,M,$0,$500,,,
1369,53a-125b,M,C,LARCENY 6TH DEG,0,M,3,M,$0,$500,,6TH ,6.0
1370,53a-127b,M,C,FRAUDULENT USE OF AUTO TELLER,0,M,3,M,$0,$500,,,
1371,53a-128,M,C,ISSUING A BAD CHECK UNDER $250,0,M,3,M,$0,$500,,,
1372,53a-145,M,C,USING SLUGS 2ND DEG,0,M,3,M,$0,$500,,2ND ,2.0
1373,53a-182,M,C,DISORDERLY CONDUCT,0,M,3,M,$0,$500,,,
1374,53a-182a,M,C,ILL OBSTRUCT FREE PASSAGE,0,M,3,M,$0,$500,,,
1375,53a-183,M,C,HARASSMENT 2ND DEG,0,M,3,M,$0,$500,,2ND ,2.0
1376,53a-183a,M,C,HARASSMENT OF HUNTERS,0,M,3,M,$0,$500,,,
1377,53a-185,M,C,LOITERING IN OR ABOUT SCHOOL,0,M,3,M,$0,$500,,,
1378,53a-213,M,C,DRINKING WHILE DRIVING,0,M,3,M,$0,$500,,,
1379,53a-214,M,C,CRIMINAL LOCKOUT,0,M,3,M,$0,$500,,,
1380,53a-217e(e),M,C,NEGLIGENT HUNTING 4TH DEG,0,M,3,M,$0,$500,,4TH ,4.0
1381,53a-296,M,C,VENDOR FRAUD 6TH DEG,0,M,3,M,$0,$500,,6TH ,6.0
1382,54-102a,M,C,VIO VD/HIV TESTING ORDER,0,M,3,M,$0,$500,,,
1383,54-102k,M,C,ILL RELEASE DNA DATA BANK INFO,0,M,3,M,$0,$500,,,
1384,PA06-96(b),M,C,VIO TELE RECORDS REQS - 1 REC,0,M,3,M,$0,$500,,,
1385,14-67j,M,U,ILL OPN INTERMEDIATE PROCESSOR,0,D,90,D,$0,$100,,,
1386,14-67l,M,U,FLR TO PAY MV RECYCLER LIC FEE,0,D,90,D,$0,$100,,,
1387,14-67n,M,U,ILL USE MV RECYCLER GENL REG,0,D,90,D,$0,$100,,,
1388,14-67r,M,U,FLR MAINTAIN PROPER FENCING,0,D,90,D,$0,$100,,,
1389,14-67v,M,U,VIO MOTOR VEHICLE RECYCLER REG,0,D,90,D,$0,$100,,,
1390,14-69,M,U,OP DRVNG SCHL WO LIC (SBS OFF),30,D,90,D,$250,$500,SBS OFF,,
1391,14-71,M,U,FLR FILE SCHL RATES (SBS OFF),30,D,90,D,$250,$500,SBS OFF,,
1392,14-73,M,U,DRIVING INSTR WO LIC (SBS OFF),30,D,90,D,$250,$500,SBS OFF,,
1393,14-77,M,U,FLR KEEP SCHOOL RECS (SBS OFF),30,D,90,D,$250,$500,SBS OFF,,
1394,14-79,M,U,VIO DRIVING SCHL REQ (SBS OFF),30,D,90,D,$250,$500,SBS OFF,,
1395,14-215,M,U,ILL OPN MV UNDER SUSPENSION,0,D,90,D,$150,$200,,,
1396,14-215,M,U,VIO 14-215 IN CNSTR/UTIL ZONE,0,D,90,D,$300,$400,,,
1397,14-215(a),M,U,ILL OPN MV UNDER SUSPENSION,0,D,90,D,$150,$200,,,
1398,14-215a,M,U,IL OPN MV UNDER 14-140 SUSPNSN,0,D,90,D,$150,$200,,,
1399,14-299a(e),M,U,VIOL TRAF SIG PREEMP DEV REQS,0,D,90,D,$0,"$5,000",,,
1400,15-7,M,U,VIO BRIDGEPORT HARBORMSTER ORD,0,D,90,D,$0,"$1,000",,,
1401,15-115(b),M,U,FLS STMNT-RPT OF ACFT ACCIDENT,0,D,90,D,$100,"$1,000",,,
1402,15-156(b),M,U,IL OP BOAT WHILE CERT REV/SUSP,0,D,90,D,$150,$200,,,
1403,19a-92a,M,U,ILL TATTOOING OF PERSON,0,D,90,D,$0,$100,,,
1404,20-407,M,U,VIO HEARING AID DEALER REQS,0,D,90,D,$0,$500,,,
1405,21-35h,M,U,VIO CLOSING-OUT SALE REGS,0,D,90,D,$0,$500,,,
1406,22-272a,M,U,USE ILLEGAL SLAUGHTER METHODS,0,D,90,D,$0,$500,,,
1407,22a-45c,M,U,OBSTRUCT MOSQUITO CONTROL,0,D,90,D,$0,$100,,,
1408,26-6b,M,U,FLR OBEY CONSERVATION OFFICER,0,D,90,D,$50,$500,,,
1409,26-226,M,U,ILL DAMAGE OYSTER ENCL (2ND OFF),30,D,90,D,$50,$100,2ND OFF,,
1410,26-229,M,U,ILL DAMAGE SHELLFISH MONUMENT,0,D,90,D,$0,$150,,,
1411,29-357,M,U,ILL SALE FIREWORKS WO PERMIT,0,D,90,D,$0,$100,,,
1412,29-366,M,U,FLR TO COMPLY WITH FIREWORKS REQS, ,D,90,D,$0,$100,,,
1413,38a-734,M,U,INS CONSULTANT-RECEIVE ILLEGAL FEE,30,D,90,D,$50,$500,,,
1414,42-115u,M,U,VIO UNFAIR SALES PRACTICES REQ,0,D,90,D,$0,$500,,,
1415,42-135a,M,U,NOTICES IN SALES AGREEMENT,0,D,90,D,$0,$500,,,
1416,42-138(a),M,U,HOME SOLICIT-VIO OBLIGATION ON CANCEL,0,D,90,D,$0,$500,,,
1417,42-141,M,U,VIO HOME SOLICITATION SALE ACT,0,D,90,D,$0,$500,,,
1418,43-9,M,U,OBSTRUCT WEIGHT/MEASURE INSPECTOR,0,D,90,D,$2,$200,,,
1419,43-16q(a),M,U,SOLICIT FALSE WEIGHT CERT (SBS OFF),30,D,90,D,$100,$500,SBS OFF,,
1420,43-16q(b),M,U,ILL ACT-LICENSED PUBLIC WEIGHER,30,D,90,D,$50,$500,,,
1421,53-329,M,U,ILL SALE PRISONER PRODUCTS,0,D,90,D,$0,"$1,000",,,
1422,19a-347,M,U,CRIM CONTEMPT-VIOLATE INJUNCTION,0,M,2,M,$0,$500,,,
1423,51-88,M,U,ILL PRACTICE OF LAW,0,M,2,M,$0,$250,,,
1424,7-169,M,U,ILL BINGO GAME W/O PERMIT,0,D,60,D,$0,$200,,,
1425,7-169,M,U,FALSE STATEMENT-BINGO GAME PERMIT,0,D,60,D,$0,$200,,,
1426,7-169a,M,U,FLR REG BINGO GAME PERMIT APPL,0,D,60,D,$0,$200,,,
1427,9-361,M,U,PRIMARY/ENROLMENT VIOLATIONS,0,D,60,D,$0,$100,,,
1428,12-6,M,U,HINDER STATE'S ATTORNEY AUDIT,0,D,60,D,$0,$200,,,
1429,13b-85,M,U,VIO MOTOR BUS REGULATIONS,0,D,60,D,$0,$100,,,
1430,15-15,M,U,OPERATION OF BOAT WITHOUT PILOT,0,D,60,D,$500,"$1,000",,,
1431,15-25,M,U,INJURY TO NAVIGATIONAL AID,0,D,60,D,$250,$500,,,
1432,15-41,M,U,VIO DOT AERONAUTICS REGS,0,D,60,D,$0,$100,,,
1433,15-52,M,U,OPERATE AIRCRAFT WITH SUSPENDED LICENCE,0,D,60,D,$0,$100,,,
1434,15-71a,M,U,FLR REPORT AIRCRAFT ACCIDENT,0,D,60,D,$0,$100,,,
1435,15-72,M,U,RECKLESS FLYING,0,D,60,D,$0,$100,,,
1436,15-77,M,U,OPERATE AIRCRAFT UNDER INFLUENCE,0,D,60,D,$0,$100,,,
1437,15-97,M,U,VIO AIRPORT ZONING REQS,0,D,60,D,$0,$25,,,
1438,16-44,M,U,FAIL TO REPORT CHANGE OF NAME TO DPUC,0,D,60,D,$0,$200,,,
1439,19a-109,M,U,VIO HOME/OFFICE HEALTH REQS,0,D,60,D,$0,$100,,,
1440,19a-553,M,U,FAIL TO REPORT PATIENT CRIMES,0,D,60,D,$0,$200,,,
1441,20-265,M,U,VIO HAIRDRESSER REQS (SBS OFF),0,D,60,D,$0,$100,SBS OFF,,
1442,21-1,M,U,SELLING AT AUCTION W/O LICENSE,0,D,60,D,$0,$50,,,
1443,21-33,M,U,FALSE STATEMENT-ITINERANT VENDOR,0,D,60,D,$0,$50,,,
1444,21-35,M,U,ITINERANT VENDING W/O LICENSE,0,D,60,D,$0,$50,,,
1445,21a-19,M,U,VIO OLEOMARGARINE REQS,0,D,60,D,$0,$100,,,
1446,22-358(d),M,U,ILL PERMIT DOG TO PURSUE DEER,0,D,60,D,$25,$200,,,
1447,22-362,M,U,PERMIT DOG ON HIGHWAY (SBS OFF),0,D,60,D,$50,$100,SBS OFF,,
1448,26-47,M,U,CONTROL NUISANCE WILDLIFE W/O LICENCE,0,D,60,D,$25,$200,,,
1449,26-57,M,U,TRANSPORT ANIMALS W/O PERMIT,0,D,60,D,$10,$200,,,
1450,26-61,M,U,HUNT/FISH-LICENSE SUSPENSION,0,D,60,D,$0,$200,,,
1451,26-66,M,U,VIOLATE WILD GAME HUNTING REGS,0,D,60,D,$0,$200,,,
1452,26-70(a),M,U,TAKING OF CERTAIN WILDLIFE,0,D,60,D,$0,$200,,,
1453,26-70(b),M,U,VIOLATE WILDLIFE MANAGEMENT REQS,0,D,60,D,$0,$200,,,
1454,26-72,M,U,VIOLATE WILD GAME TRAPPING REGS,0,D,60,D,$0,$200,,,
1455,26-73,M,U,VIOLATE SUNDAY HUNTING REGS,0,D,60,D,$10,$200,,,
1456,26-75,M,U,USE SILENCER WHILE HUNTING,0,D,60,D,$10,$200,,,
1457,26-76,M,U,POSSESS GAME OVER LIMIT,0,D,60,D,$0,$200,,,
1458,26-78,M,U,POSSESSION/SALE OF ANIMALS,0,D,60,D,$0,$200,,,
1459,26-81,M,U,HUNT/FISH/TRAP REGS,0,D,60,D,$10,$200,,,
1460,26-86b,M,U,FAIL TO TAG/REPORT DEER KILL,0,D,60,D,$25,$200,,,
1461,26-86e,M,U,VIOLATE DOE DEER HUNTING REGS,0,D,60,D,$25,$200,,,
1462,26-86f,M,U,ILL FAWN DEER KILLING,0,D,60,D,$25,$200,,,
1463,26-88,M,U,ILL KILL ANIMAL WITH EXPLOSIVE,0,D,60,D,$25,$200,,,
1464,26-90(a),M,U,FLS STMNT-DEER KILLING PERMIT,0,D,60,D,$25,$200,,,
1465,26-90(b),M,U,VIO QUADRUPED HUNTING REQS,0,D,60,D,$25,$200,,,
1466,26-101,M,U,VIO WILDLIFE REFUGE REGS,0,D,60,D,$0,$200,,,
1467,26-159a,M,U,VIO STRIPED BASS REG (SBS OFF),0,D,60,D,$0,$500,SBS OFF,,
1468,26-228,M,U,ILL TAKE SHELLFISH AT NIGHT,0,D,60,D,$100,$500,,,
1469,26-231,M,U,ILL DREDGE NR SHLFSH (SBS OFF),0,D,60,D,$0,$100,SBS OFF,,
1470,26-270(a),M,U,ILL OYSTER TAKING (SBS OFF),0,D,60,D,$0,$200,SBS OFF,,
1471,26-276,M,U,ILL OYSTERING-HAMMONASSET RVR,0,D,60,D,$0,$20,,,
1472,26-288,M,U,VIO ESCALLOP REGS,0,D,60,D,$0,$50,,,
1473,26-290,M,U,ILL ESCALLOP TAKING-GROTON,0,D,60,D,$0,$50,,,
1474,26-292,M,U,ILL ESCALLOP TAKING-STONINGTON,0,D,60,D,$0,$50,,,
1475,29-328,M,U,FLR ABATE DRY CLEANING FIRE HZ,0,D,60,D,$0,$200,,,
1476,31-28,M,U,FLR REG MAN/MECH EST (SBS OFF),30,D,60,D,$100,$500,SBS OFF,,
1477,47a-52,M,U,UNFIT SANITATION-RENTED DWLNGS,0,D,60,D,$0,$200,,,
1478,10a-224(g),M,U,ILL FINANCIAL INTEREST-CHESLA,0,M,1,M,$50,"$1,000",,,
1479,1-1h,M,U,ILL USE OF IDENTITY CARD,0,D,30,D,$0,$50,,,
1480,9-56,M,U,ILL ACT-UNAFFILIATED VOTER,0,D,30,D,$0,$200,,,
1481,9-64,M,U,FLR REGISTRAR TO ERASE NAME,0,D,30,D,$0,$200,,,
1482,9-346b,M,U,FLR TO APPEAR AS WITNESS,0,D,30,D,$0,$25,,,
1483,9-396,M,U,ILL ACT-BALLOT VOTE AT CAUCUS,0,D,30,D,$0,$200,,,
1484,12-53,M,U,FLR ANS TAX ASSESSOR QUESTION,0,D,30,D,$0,$100,,,
1485,13b-346,M,U,ILL DAMAGE TO RAILROAD SIGN,0,D,30,D,$0,$10,,,
1486,14-36(a),M,U,OPN MOTOR VEH WO LIC (SBS OFF),0,D,30,D,$250,$350,SBS OFF,,
1487,14-36(d),M,U,OP LIC TO 16/17 YR (SUBS OFF),0,D,30,D,$250,$350,SUBS OFF,,
1488,14-36(e),M,U,IMP ISS OP LICENSE (SUBS OFF),0,D,30,D,$250,$350,SUBS OFF,,
1489,14-36(f),M,U,OPN MV VIO LIC LIMIT (SBS OFF),0,D,30,D,$250,$350,SBS OFF,,
1490,14-36(g),M,U,FL TO REQ INFO NDR/CDLIS (SBS),0,D,30,D,$250,$350,SBS,,
1491,14-36(g),M,U,FL DATE NDR/CDLIS INQUIRY(SBS),0,D,30,D,$250,$350,SBS,,
1492,14-36(b)(1),M,U,OP MV 18> IN VIO REQ(SUBS OFF),0,D,30,D,$250,$350,SUBS OFF,,
1493,14-36(b)(2),M,U,USE FRGN LIC >30 DYS (SBS OFF),0,D,30,D,$250,$350,SBS OFF,,
1494,14-36(b)(3),M,U,ILL ALLOW <16 DRIVE (SUBS OFF),0,D,30,D,$250,$350,SUBS OFF,,
